datetime	SOLA01	SOLA02	SOLA03
2012-09-21 22:30:00	0	0.0	0.0
2012-09-21 23:00:00	0	0.0	0.0
2012-09-21 23:30:00	0	0.0	0.0
2012-09-22 00:00:00	0	0.0	0.0
2012-09-22 00:30:00	0	0.0	0.0
2012-09-22 01:00:00	0	0.0	0.0
2012-09-22 01:30:00	0	0.0	0.0
2012-09-22 02:00:00	0	0.0	0.0
2012-09-22 02:30:00	0	0.0	0.0
2012-09-22 03:00:00	0	0.0	0.0
2012-09-22 03:30:00	0	0.0	0.0
2012-09-22 04:00:00	0	0.0	0.0
2012-09-22 04:30:00	0	0.0	0.0
2012-09-22 05:00:00	0	0.0	0.0
2012-09-22 05:30:00	0	0.0	0.0
2012-09-22 06:00:00	0	0.0	0.0
2012-09-22 06:30:00	49	150.0	40.0
2012-09-22 07:00:00	281	420.0	350.0
2012-09-22 07:30:00	357	630.0	500.0
2012-09-22 08:00:00	662	1120.0	740.0
2012-09-22 08:30:00	757	1290.0	1720.0
2012-09-22 09:00:00	1323	2070.0	1860.0
2012-09-22 09:30:00	1256	1990.0	3260.0
2012-09-22 10:00:00	1349	2080.0	2010.0
2012-09-22 10:30:00	908	2260.0	3520.0
2012-09-22 11:00:00	2341	5100.0	3910.0
2012-09-22 11:30:00	2102	1960.0	3330.0
2012-09-22 12:00:00	1068	650.0	3000.0
2012-09-22 12:30:00	1686	1850.0	2000.0
2012-09-22 13:00:00	2005	2980.0	3130.0
2012-09-22 13:30:00	1733	2500.0	1880.0
2012-09-22 14:00:00	1755	2770.0	2160.0
2012-09-22 14:30:00	1312	1710.0	2140.0
2012-09-22 15:00:00	919	830.0	1520.0
2012-09-22 15:30:00	631	800.0	450.0
2012-09-22 16:00:00	337	310.0	700.0
2012-09-22 16:30:00	186	210.0	290.0
2012-09-22 17:00:00	37	0.0	70.0
2012-09-22 17:30:00	0	0.0	0.0
2012-09-22 18:00:00	0	0.0	0.0
2012-09-22 18:30:00	0	0.0	0.0
2012-09-22 19:00:00	0	0.0	0.0
2012-09-22 19:30:00	0	0.0	0.0
2012-09-22 20:00:00	0	0.0	0.0
2012-09-22 20:30:00	0	0.0	0.0
2012-09-22 21:00:00	0	0.0	0.0
2012-09-22 21:30:00	0	0.0	0.0
2012-09-22 22:00:00	0	0.0	0.0
2012-09-22 22:30:00	0	0.0	0.0
2012-09-22 23:00:00	0	0.0	0.0
2012-09-22 23:30:00	0	0.0	0.0
2012-09-23 00:00:00	0	0.0	0.0
2012-09-23 00:30:00	0	0.0	0.0
2012-09-23 01:00:00	0	0.0	0.0
2012-09-23 01:30:00	0	0.0	0.0
2012-09-23 02:00:00	0	0.0	0.0
2012-09-23 02:30:00	0	0.0	0.0
2012-09-23 03:00:00	0	0.0	0.0
2012-09-23 03:30:00	0	0.0	0.0
2012-09-23 04:00:00	0	0.0	0.0
2012-09-23 04:30:00	0	0.0	0.0
2012-09-23 05:00:00	0	0.0	0.0
2012-09-23 05:30:00	0	0.0	0.0
2012-09-23 06:00:00	0	0.0	0.0
2012-09-23 06:30:00	0	0.0	0.0
2012-09-23 07:00:00	10	0.0	0.0
2012-09-23 07:30:00	1	0.0	30.0
2012-09-23 08:00:00	68	30.0	60.0
2012-09-23 08:30:00	182	20.0	120.0
2012-09-23 09:00:00	257	270.0	410.0
2012-09-23 09:30:00	498	710.0	560.0
2012-09-23 10:00:00	341	500.0	340.0
2012-09-23 10:30:00	282	710.0	200.0
2012-09-23 11:00:00	374	800.0	220.0
2012-09-23 11:30:00	220	660.0	210.0
2012-09-23 12:00:00	320	640.0	350.0
2012-09-23 12:30:00	306	460.0	140.0
2012-09-23 13:00:00	286	370.0	630.0
2012-09-23 13:30:00	201	460.0	420.0
2012-09-23 14:00:00	279	410.0	880.0
2012-09-23 14:30:00	171	370.0	210.0
2012-09-23 15:00:00	115	100.0	310.0
2012-09-23 15:30:00	267	230.0	100.0
2012-09-23 16:00:00	55	0.0	210.0
2012-09-23 16:30:00	41	0.0	160.0
2012-09-23 17:00:00	4	40.0	180.0
2012-09-23 17:30:00	0	0.0	20.0
2012-09-23 18:00:00	0	0.0	0.0
2012-09-23 18:30:00	0	0.0	0.0
2012-09-23 19:00:00	0	0.0	0.0
2012-09-23 19:30:00	0	0.0	0.0
2012-09-23 20:00:00	0	0.0	0.0
2012-09-23 20:30:00	0	0.0	0.0
2012-09-23 21:00:00	0	0.0	0.0
2012-09-23 21:30:00	0	0.0	0.0
2012-09-23 22:00:00	0	0.0	0.0
2012-09-23 22:30:00	0	0.0	0.0
2012-09-23 23:00:00	0	0.0	0.0
2012-09-23 23:30:00	0	0.0	0.0
2012-09-24 00:00:00	0	0.0	0.0
2012-09-24 00:30:00	0	0.0	0.0
2012-09-24 01:00:00	0	0.0	0.0
2012-09-24 01:30:00	0	0.0	0.0
2012-09-24 02:00:00	0	0.0	0.0
2012-09-24 02:30:00	0	0.0	0.0
2012-09-24 03:00:00	0	0.0	0.0
2012-09-24 03:30:00	0	0.0	0.0
2012-09-24 04:00:00	0	0.0	0.0
2012-09-24 04:30:00	0	0.0	0.0
2012-09-24 05:00:00	0	0.0	0.0
2012-09-24 05:30:00	0	0.0	0.0
2012-09-24 06:00:00	101	120.0	0.0
2012-09-24 06:30:00	526	610.0	10.0
2012-09-24 07:00:00	851	1490.0	170.0
2012-09-24 07:30:00	1228	2090.0	560.0
2012-09-24 08:00:00	1582	2800.0	2460.0
2012-09-24 08:30:00	1860	3360.0	1620.0
2012-09-24 09:00:00	2087	3720.0	2700.0
2012-09-24 09:30:00	2304	3990.0	3590.0
2012-09-24 10:00:00	2403	4230.0	3440.0
2012-09-24 10:30:00	2619	4790.0	3840.0
2012-09-24 11:00:00	2641	4780.0	3660.0
2012-09-24 11:30:00	2505	4620.0	3680.0
2012-09-24 12:00:00	2635	4720.0	3890.0
2012-09-24 12:30:00	2168	3850.0	3500.0
2012-09-24 13:00:00	1679	2950.0	3970.0
2012-09-24 13:30:00	1936	3530.0	3190.0
2012-09-24 14:00:00	1935	3360.0	2570.0
2012-09-24 14:30:00	1531	2730.0	2800.0
2012-09-24 15:00:00	1048	1740.0	1630.0
2012-09-24 15:30:00	706	1170.0	1260.0
2012-09-24 16:00:00	547	1000.0	320.0
2012-09-24 16:30:00	174	230.0	140.0
2012-09-24 17:00:00	15	30.0	90.0
2012-09-24 17:30:00	0	0.0	0.0
2012-09-24 18:00:00	0	0.0	0.0
2012-09-24 18:30:00	0	0.0	0.0
2012-09-24 19:00:00	0	0.0	0.0
2012-09-24 19:30:00	0	0.0	0.0
2012-09-24 20:00:00	0	0.0	0.0
2012-09-24 20:30:00	0	0.0	0.0
2012-09-24 21:00:00	0	0.0	0.0
2012-09-24 21:30:00	0	0.0	0.0
2012-09-24 22:00:00	0	0.0	0.0
2012-09-24 22:30:00	0	0.0	0.0
2012-09-24 23:00:00	0	0.0	0.0
2012-09-24 23:30:00	0	0.0	0.0
2012-09-25 00:00:00	0	0.0	0.0
2012-09-25 00:30:00	0	0.0	0.0
2012-09-25 01:00:00	0	0.0	0.0
2012-09-25 01:30:00	0	0.0	0.0
2012-09-25 02:00:00	0	0.0	0.0
2012-09-25 02:30:00	0	0.0	0.0
2012-09-25 03:00:00	0	0.0	0.0
2012-09-25 03:30:00	0	0.0	0.0
2012-09-25 04:00:00	0	0.0	0.0
2012-09-25 04:30:00	0	0.0	0.0
2012-09-25 05:00:00	0	0.0	0.0
2012-09-25 05:30:00	0	0.0	0.0
2012-09-25 06:00:00	25	10.0	0.0
2012-09-25 06:30:00	120	100.0	50.0
2012-09-25 07:00:00	175	310.0	270.0
2012-09-25 07:30:00	142	250.0	440.0
2012-09-25 08:00:00	428	610.0	630.0
2012-09-25 08:30:00	580	990.0	1040.0
2012-09-25 09:00:00	638	1000.0	1040.0
2012-09-25 09:30:00	697	990.0	1460.0
2012-09-25 10:00:00	684	1140.0	1880.0
2012-09-25 10:30:00	474	1020.0	2180.0
2012-09-25 11:00:00	858	1070.0	2490.0
2012-09-25 11:30:00	802	1360.0	2450.0
2012-09-25 12:00:00	853	1200.0	1870.0
2012-09-25 12:30:00	636	950.0	1940.0
2012-09-25 13:00:00	444	630.0	1780.0
2012-09-25 13:30:00	599	860.0	1540.0
2012-09-25 14:00:00	670	940.0	1420.0
2012-09-25 14:30:00	529	850.0	1730.0
2012-09-25 15:00:00	334	470.0	1310.0
2012-09-25 15:30:00	264	360.0	980.0
2012-09-25 16:00:00	192	350.0	530.0
2012-09-25 16:30:00	183	320.0	320.0
2012-09-25 17:00:00	96	160.0	120.0
2012-09-25 17:30:00	17	20.0	0.0
2012-09-25 18:00:00	0	0.0	0.0
2012-09-25 18:30:00	0	0.0	0.0
2012-09-25 19:00:00	0	0.0	0.0
2012-09-25 19:30:00	0	0.0	0.0
2012-09-25 20:00:00	0	0.0	0.0
2012-09-25 20:30:00	0	0.0	0.0
2012-09-25 21:00:00	0	0.0	0.0
2012-09-25 21:30:00	0	0.0	0.0
2012-09-25 22:00:00	0	0.0	0.0
2012-09-25 22:30:00	0	0.0	0.0
2012-09-25 23:00:00	0	0.0	0.0
2012-09-25 23:30:00	0	0.0	0.0
2012-09-26 00:00:00	0	0.0	0.0
2012-09-26 00:30:00	0	0.0	0.0
2012-09-26 01:00:00	0	0.0	0.0
2012-09-26 01:30:00	0	0.0	0.0
2012-09-26 02:00:00	0	0.0	0.0
2012-09-26 02:30:00	0	0.0	0.0
2012-09-26 03:00:00	0	0.0	0.0
2012-09-26 03:30:00	0	0.0	0.0
2012-09-26 04:00:00	0	0.0	0.0
2012-09-26 04:30:00	0	0.0	0.0
2012-09-26 05:00:00	0	0.0	0.0
2012-09-26 05:30:00	0	0.0	0.0
2012-09-26 06:00:00	59	30.0	50.0
2012-09-26 06:30:00	275	400.0	210.0
2012-09-26 07:00:00	477	810.0	740.0
2012-09-26 07:30:00	1001	1650.0	970.0
2012-09-26 08:00:00	1444	2810.0	1440.0
2012-09-26 08:30:00	1946	3050.0	0.0
2012-09-26 09:00:00	1695	3390.0	
2012-09-26 09:30:00	1773	3150.0	
2012-09-26 10:00:00	1814	3080.0	
2012-09-26 10:30:00	1862	2710.0	
2012-09-26 11:00:00	1965	3350.0	
2012-09-26 11:30:00	2136	4080.0	
2012-09-26 12:00:00	2296	3230.0	
2012-09-26 12:30:00	2139	3300.0	
2012-09-26 13:00:00	2165	3420.0	
2012-09-26 13:30:00	2093	2500.0	
2012-09-26 14:00:00	1876	2740.0	
2012-09-26 14:30:00	1565	2140.0	
2012-09-26 15:00:00	1397	1880.0	
2012-09-26 15:30:00	1119	1690.0	
2012-09-26 16:00:00	756	1270.0	
2012-09-26 16:30:00	392	630.0	
2012-09-26 17:00:00	113	170.0	0.0
2012-09-26 17:30:00	0	0.0	0.0
2012-09-26 18:00:00	0	0.0	0.0
2012-09-26 18:30:00	0	0.0	0.0
2012-09-26 19:00:00	0	0.0	0.0
2012-09-26 19:30:00	0	0.0	0.0
2012-09-26 20:00:00	0	0.0	0.0
2012-09-26 20:30:00	0	0.0	0.0
2012-09-26 21:00:00	0	0.0	0.0
2012-09-26 21:30:00	0	0.0	0.0
2012-09-26 22:00:00	0	0.0	0.0
2012-09-26 22:30:00	0	0.0	0.0
2012-09-26 23:00:00	0	0.0	0.0
2012-09-26 23:30:00	0	0.0	0.0
2012-09-27 00:00:00	0	0.0	0.0
2012-09-27 00:30:00	0	0.0	0.0
2012-09-27 01:00:00	0	0.0	0.0
2012-09-27 01:30:00	0	0.0	0.0
2012-09-27 02:00:00	0	0.0	0.0
2012-09-27 02:30:00	0	0.0	0.0
2012-09-27 03:00:00	0	0.0	0.0
2012-09-27 03:30:00	0	0.0	0.0
2012-09-27 04:00:00	0	0.0	0.0
2012-09-27 04:30:00	0	0.0	0.0
2012-09-27 05:00:00	0	0.0	0.0
2012-09-27 05:30:00	0	0.0	0.0
2012-09-27 06:00:00	150	200.0	40.0
2012-09-27 06:30:00	478	740.0	160.0
2012-09-27 07:00:00	676	920.0	800.0
2012-09-27 07:30:00	993	2140.0	1630.0
2012-09-27 08:00:00	1069	1920.0	390.0
2012-09-27 08:30:00	1099	2220.0	0.0
2012-09-27 09:00:00	1451	2370.0	
2012-09-27 09:30:00	2214	3570.0	
2012-09-27 10:00:00	2454	4370.0	
2012-09-27 10:30:00	2385	3710.0	
2012-09-27 11:00:00	2064	3980.0	
2012-09-27 11:30:00	2425	3190.0	
2012-09-27 12:00:00	2474	2550.0	
2012-09-27 12:30:00	1979	3590.0	
2012-09-27 13:00:00	1600	3550.0	
2012-09-27 13:30:00	2191	2930.0	
2012-09-27 14:00:00	1419	2460.0	
2012-09-27 14:30:00	979	1670.0	
2012-09-27 15:00:00	601	1020.0	
2012-09-27 15:30:00	395	650.0	
2012-09-27 16:00:00	287	510.0	
2012-09-27 16:30:00	163	260.0	0.0
2012-09-27 17:00:00	20	20.0	120.0
2012-09-27 17:30:00	0	0.0	0.0
2012-09-27 18:00:00	0	0.0	0.0
2012-09-27 18:30:00	0	0.0	0.0
2012-09-27 19:00:00	0	0.0	0.0
2012-09-27 19:30:00	0	0.0	0.0
2012-09-27 20:00:00	0	0.0	0.0
2012-09-27 20:30:00	0	0.0	0.0
2012-09-27 21:00:00	0	0.0	0.0
2012-09-27 21:30:00	0	0.0	0.0
2012-09-27 22:00:00	0	0.0	0.0
2012-09-27 22:30:00	0	0.0	0.0
2012-09-27 23:00:00	0	0.0	0.0
2012-09-27 23:30:00	0	0.0	0.0
2012-09-28 00:00:00	0	0.0	0.0
2012-09-28 00:30:00	0	0.0	0.0
2012-09-28 01:00:00	0	0.0	0.0
2012-09-28 01:30:00	0	0.0	0.0
2012-09-28 02:00:00	0	0.0	0.0
2012-09-28 02:30:00	0	0.0	0.0
2012-09-28 03:00:00	0	0.0	0.0
2012-09-28 03:30:00	0	0.0	0.0
2012-09-28 04:00:00	0	0.0	0.0
2012-09-28 04:30:00	0	0.0	0.0
2012-09-28 05:00:00	0	0.0	0.0
2012-09-28 05:30:00	0	0.0	0.0
2012-09-28 06:00:00	0	0.0	10.0
2012-09-28 06:30:00	91	50.0	130.0
2012-09-28 07:00:00	353	460.0	280.0
2012-09-28 07:30:00	692	730.0	490.0
2012-09-28 08:00:00	598	910.0	740.0
2012-09-28 08:30:00	1229	1310.0	2210.0
2012-09-28 09:00:00	1122	1750.0	3190.0
2012-09-28 09:30:00	1436	2130.0	2730.0
2012-09-28 10:00:00	1409	2360.0	2020.0
2012-09-28 10:30:00	1808	2770.0	2910.0
2012-09-28 11:00:00	1578	2300.0	3960.0
2012-09-28 11:30:00	1023	1810.0	3600.0
2012-09-28 12:00:00	872	1720.0	3240.0
2012-09-28 12:30:00	834	1440.0	2660.0
2012-09-28 13:00:00	1006	1410.0	2480.0
2012-09-28 13:30:00	995	1990.0	1810.0
2012-09-28 14:00:00	1960	2020.0	1830.0
2012-09-28 14:30:00	1296	1990.0	1530.0
2012-09-28 15:00:00	925	1260.0	1820.0
2012-09-28 15:30:00	600	760.0	2100.0
2012-09-28 16:00:00	244	220.0	970.0
2012-09-28 16:30:00	98	140.0	580.0
2012-09-28 17:00:00	10	0.0	30.0
2012-09-28 17:30:00	0	0.0	0.0
2012-09-28 18:00:00	0	0.0	0.0
2012-09-28 18:30:00	0	0.0	0.0
2012-09-28 19:00:00	0	0.0	0.0
2012-09-28 19:30:00	0	0.0	0.0
2012-09-28 20:00:00	0	0.0	0.0
2012-09-28 20:30:00	0	0.0	0.0
2012-09-28 21:00:00	0	0.0	0.0
2012-09-28 21:30:00	0	0.0	0.0
2012-09-28 22:00:00	0	0.0	0.0
2012-09-28 22:30:00	0	0.0	0.0
2012-09-28 23:00:00	0	0.0	0.0
2012-09-28 23:30:00	0	0.0	0.0
2012-09-29 00:00:00	0	0.0	0.0
2012-09-29 00:30:00	0	0.0	0.0
2012-09-29 01:00:00	0	0.0	0.0
2012-09-29 01:30:00	0	0.0	0.0
2012-09-29 02:00:00	0	0.0	0.0
2012-09-29 02:30:00	0	0.0	0.0
2012-09-29 03:00:00	0	0.0	0.0
2012-09-29 03:30:00	0	0.0	0.0
2012-09-29 04:00:00	0	0.0	0.0
2012-09-29 04:30:00	0	0.0	0.0
2012-09-29 05:00:00	0	0.0	0.0
2012-09-29 05:30:00	0	0.0	0.0
2012-09-29 06:00:00	71	70.0	30.0
2012-09-29 06:30:00	411	680.0	270.0
2012-09-29 07:00:00	801	1310.0	390.0
2012-09-29 07:30:00	1191	2120.0	650.0
2012-09-29 08:00:00	1113	1700.0	1490.0
2012-09-29 08:30:00	723	1460.0	1680.0
2012-09-29 09:00:00	1066	1570.0	1730.0
2012-09-29 09:30:00	1140	1720.0	3700.0
2012-09-29 10:00:00	1017	1640.0	3670.0
2012-09-29 10:30:00	1500	3030.0	3760.0
2012-09-29 11:00:00	2675	4420.0	3740.0
2012-09-29 11:30:00	2660	4310.0	3930.0
2012-09-29 12:00:00	2458	3440.0	3550.0
2012-09-29 12:30:00	1859	2900.0	3080.0
2012-09-29 13:00:00	1541	3190.0	2190.0
2012-09-29 13:30:00	2176	3850.0	1590.0
2012-09-29 14:00:00	1927	3380.0	1450.0
2012-09-29 14:30:00	1660	2910.0	810.0
2012-09-29 15:00:00	1384	2350.0	1480.0
2012-09-29 15:30:00	826	1130.0	910.0
2012-09-29 16:00:00	248	520.0	300.0
2012-09-29 16:30:00	118	180.0	170.0
2012-09-29 17:00:00	10	20.0	30.0
2012-09-29 17:30:00	0	0.0	0.0
2012-09-29 18:00:00	0	0.0	0.0
2012-09-29 18:30:00	0	0.0	0.0
2012-09-29 19:00:00	0	0.0	0.0
2012-09-29 19:30:00	0	0.0	0.0
2012-09-29 20:00:00	0	0.0	0.0
2012-09-29 20:30:00	0	0.0	0.0
2012-09-29 21:00:00	0	0.0	0.0
2012-09-29 21:30:00	0	0.0	0.0
2012-09-29 22:00:00	0	0.0	0.0
2012-09-29 22:30:00	0	0.0	0.0
2012-09-29 23:00:00	0	0.0	0.0
2012-09-29 23:30:00	0	0.0	0.0
2012-09-30 00:00:00	0	0.0	0.0
2012-09-30 00:30:00	0	0.0	0.0
2012-09-30 01:00:00	0	0.0	0.0
2012-09-30 01:30:00	0	0.0	0.0
2012-09-30 02:00:00	0	0.0	0.0
2012-09-30 02:30:00	0	0.0	0.0
2012-09-30 03:00:00	0	0.0	0.0
2012-09-30 03:30:00	0	0.0	0.0
2012-09-30 04:00:00	0	0.0	0.0
2012-09-30 04:30:00	0	0.0	0.0
2012-09-30 05:00:00	0	0.0	0.0
2012-09-30 05:30:00	0	0.0	0.0
2012-09-30 06:00:00	101	140.0	50.0
2012-09-30 06:30:00	404	630.0	190.0
2012-09-30 07:00:00	828	1280.0	1190.0
2012-09-30 07:30:00	1180	1920.0	890.0
2012-09-30 08:00:00	790	1800.0	1520.0
2012-09-30 08:30:00	1177	2750.0	1370.0
2012-09-30 09:00:00	1806	3150.0	2150.0
2012-09-30 09:30:00	2072	3180.0	2230.0
2012-09-30 10:00:00	2356	3780.0	2720.0
2012-09-30 10:30:00	1479	1780.0	2490.0
2012-09-30 11:00:00	2618	4230.0	3880.0
2012-09-30 11:30:00	2470	4410.0	3720.0
2012-09-30 12:00:00	2574	3790.0	2710.0
2012-09-30 12:30:00	2391	4110.0	1540.0
2012-09-30 13:00:00	1719	3770.0	1110.0
2012-09-30 13:30:00	1682	2000.0	1040.0
2012-09-30 14:00:00	1057	1690.0	100.0
2012-09-30 14:30:00	1850	2100.0	80.0
2012-09-30 15:00:00	837	900.0	120.0
2012-09-30 15:30:00	243	290.0	40.0
2012-09-30 16:00:00	73	50.0	30.0
2012-09-30 16:30:00	0	0.0	0.0
2012-09-30 17:00:00	0	0.0	0.0
2012-09-30 17:30:00	0	0.0	0.0
2012-09-30 18:00:00	0	0.0	0.0
2012-09-30 18:30:00	0	0.0	0.0
2012-09-30 19:00:00	0	0.0	0.0
2012-09-30 19:30:00	0	0.0	0.0
2012-09-30 20:00:00	0	0.0	0.0
2012-09-30 20:30:00	0	0.0	0.0
2012-09-30 21:00:00	0	0.0	0.0
2012-09-30 21:30:00	0	0.0	0.0
2012-09-30 22:00:00	0	0.0	0.0
2012-09-30 22:30:00	0	0.0	0.0
2012-09-30 23:00:00	0	0.0	0.0
2012-09-30 23:30:00	0	0.0	0.0
2012-10-01 00:00:00	0	0.0	0.0
2012-10-01 00:30:00	0	0.0	0.0
2012-10-01 01:00:00	0	0.0	0.0
2012-10-01 01:30:00	0	0.0	0.0
2012-10-01 02:00:00	0	0.0	0.0
2012-10-01 02:30:00	0	0.0	0.0
2012-10-01 03:00:00	0	0.0	0.0
2012-10-01 03:30:00	0	0.0	0.0
2012-10-01 04:00:00	0	0.0	0.0
2012-10-01 04:30:00	0	0.0	0.0
2012-10-01 05:00:00	0	0.0	0.0
2012-10-01 05:30:00	0	0.0	0.0
2012-10-01 06:00:00	90	130.0	20.0
2012-10-01 06:30:00	405	580.0	340.0
2012-10-01 07:00:00	801	1260.0	810.0
2012-10-01 07:30:00	1196	1940.0	1620.0
2012-10-01 08:00:00	1559	2580.0	2190.0
2012-10-01 08:30:00	1864	3160.0	2620.0
2012-10-01 09:00:00	2109	3650.0	2630.0
2012-10-01 09:30:00	2321	4010.0	3220.0
2012-10-01 10:00:00	2479	4360.0	3570.0
2012-10-01 10:30:00	2592	4470.0	3730.0
2012-10-01 11:00:00	2652	4560.0	3800.0
2012-10-01 11:30:00	2651	4630.0	3830.0
2012-10-01 12:00:00	2614	4550.0	3800.0
2012-10-01 12:30:00	2518	4350.0	3730.0
2012-10-01 13:00:00	2403	4180.0	3540.0
2012-10-01 13:30:00	2247	3830.0	3190.0
2012-10-01 14:00:00	2025	3450.0	2990.0
2012-10-01 14:30:00	1741	2930.0	2580.0
2012-10-01 15:00:00	1420	2310.0	2110.0
2012-10-01 15:30:00	1048	1740.0	1550.0
2012-10-01 16:00:00	580	870.0	870.0
2012-10-01 16:30:00	274	380.0	310.0
2012-10-01 17:00:00	30	100.0	0.0
2012-10-01 17:30:00	0	0.0	0.0
2012-10-01 18:00:00	0	0.0	0.0
2012-10-01 18:30:00	0	0.0	0.0
2012-10-01 19:00:00	0	0.0	0.0
2012-10-01 19:30:00	0	0.0	0.0
2012-10-01 20:00:00	0	0.0	0.0
2012-10-01 20:30:00	0	0.0	0.0
2012-10-01 21:00:00	0	0.0	0.0
2012-10-01 21:30:00	0	0.0	0.0
2012-10-01 22:00:00	0	0.0	0.0
2012-10-01 22:30:00	0	0.0	0.0
2012-10-01 23:00:00	0	0.0	0.0
2012-10-01 23:30:00	0	0.0	0.0
2012-10-02 00:00:00	0	0.0	0.0
2012-10-02 00:30:00	0	0.0	0.0
2012-10-02 01:00:00	0	0.0	0.0
2012-10-02 01:30:00	0	0.0	0.0
2012-10-02 02:00:00	0	0.0	0.0
2012-10-02 02:30:00	0	0.0	0.0
2012-10-02 03:00:00	0	0.0	0.0
2012-10-02 03:30:00	0	0.0	0.0
2012-10-02 04:00:00	0	0.0	0.0
2012-10-02 04:30:00	0	0.0	0.0
2012-10-02 05:00:00	0	0.0	0.0
2012-10-02 05:30:00	0	0.0	0.0
2012-10-02 06:00:00	57	20.0	50.0
2012-10-02 06:30:00	282	430.0	270.0
2012-10-02 07:00:00	598	820.0	810.0
2012-10-02 07:30:00	980	1480.0	1010.0
2012-10-02 08:00:00	1093	1950.0	2010.0
2012-10-02 08:30:00	763	1400.0	2530.0
2012-10-02 09:00:00	1434	1220.0	2820.0
2012-10-02 09:30:00	1150	2030.0	3300.0
2012-10-02 10:00:00	1738	1830.0	3540.0
2012-10-02 10:30:00	2492	2460.0	3730.0
2012-10-02 11:00:00	2538	2900.0	3820.0
2012-10-02 11:30:00	2595	3410.0	3840.0
2012-10-02 12:00:00	2544	3920.0	3740.0
2012-10-02 12:30:00	2324	4380.0	3320.0
2012-10-02 13:00:00	2341	3850.0	1780.0
2012-10-02 13:30:00	2092	3190.0	1490.0
2012-10-02 14:00:00	1688	2850.0	1460.0
2012-10-02 14:30:00	1338	2390.0	1020.0
2012-10-02 15:00:00	1108	1810.0	510.0
2012-10-02 15:30:00	789	1280.0	410.0
2012-10-02 16:00:00	451	740.0	350.0
2012-10-02 16:30:00	105	160.0	170.0
2012-10-02 17:00:00	3	10.0	10.0
2012-10-02 17:30:00	0	0.0	0.0
2012-10-02 18:00:00	0	0.0	0.0
2012-10-02 18:30:00	0	0.0	0.0
2012-10-02 19:00:00	0	0.0	0.0
2012-10-02 19:30:00	0	0.0	0.0
2012-10-02 20:00:00	0	0.0	0.0
2012-10-02 20:30:00	0	0.0	0.0
2012-10-02 21:00:00	0	0.0	0.0
2012-10-02 21:30:00	0	0.0	0.0
2012-10-02 22:00:00	0	0.0	0.0
2012-10-02 22:30:00	0	0.0	0.0
2012-10-02 23:00:00	0	0.0	0.0
2012-10-02 23:30:00	0	0.0	0.0
2012-10-03 00:00:00	0	0.0	0.0
2012-10-03 00:30:00	0	0.0	0.0
2012-10-03 01:00:00	0	0.0	0.0
2012-10-03 01:30:00	0	0.0	0.0
2012-10-03 02:00:00	0	0.0	0.0
2012-10-03 02:30:00	0	0.0	0.0
2012-10-03 03:00:00	0	0.0	0.0
2012-10-03 03:30:00	0	0.0	0.0
2012-10-03 04:00:00	0	0.0	0.0
2012-10-03 04:30:00	0	0.0	0.0
2012-10-03 05:00:00	0	0.0	0.0
2012-10-03 05:30:00	0	0.0	0.0
2012-10-03 06:00:00	0	0.0	0.0
2012-10-03 06:30:00	0	0.0	40.0
2012-10-03 07:00:00	42	0.0	120.0
2012-10-03 07:30:00	48	10.0	200.0
2012-10-03 08:00:00	81	70.0	530.0
2012-10-03 08:30:00	108	120.0	940.0
2012-10-03 09:00:00	139	230.0	730.0
2012-10-03 09:30:00	193	340.0	580.0
2012-10-03 10:00:00	370	650.0	980.0
2012-10-03 10:30:00	141	380.0	1790.0
2012-10-03 11:00:00	92	140.0	1540.0
2012-10-03 11:30:00	216	280.0	1710.0
2012-10-03 12:00:00	115	210.0	1720.0
2012-10-03 12:30:00	135	120.0	1830.0
2012-10-03 13:00:00	220	160.0	1340.0
2012-10-03 13:30:00	124	110.0	1040.0
2012-10-03 14:00:00	121	200.0	880.0
2012-10-03 14:30:00	113	100.0	630.0
2012-10-03 15:00:00	8	50.0	370.0
2012-10-03 15:30:00	0	0.0	130.0
2012-10-03 16:00:00	7	0.0	100.0
2012-10-03 16:30:00	0	0.0	90.0
2012-10-03 17:00:00	0	0.0	0.0
2012-10-03 17:30:00	0	0.0	0.0
2012-10-03 18:00:00	0	0.0	0.0
2012-10-03 18:30:00	0	0.0	0.0
2012-10-03 19:00:00	0	0.0	0.0
2012-10-03 19:30:00	0	0.0	0.0
2012-10-03 20:00:00	0	0.0	0.0
2012-10-03 20:30:00	0	0.0	0.0
2012-10-03 21:00:00	0	0.0	0.0
2012-10-03 21:30:00	0	0.0	0.0
2012-10-03 22:00:00	0	0.0	0.0
2012-10-03 22:30:00	0	0.0	0.0
2012-10-03 23:00:00	0	0.0	0.0
2012-10-03 23:30:00	0	0.0	0.0
2012-10-04 00:00:00	0	0.0	0.0
2012-10-04 00:30:00	0	0.0	0.0
2012-10-04 01:00:00	0	0.0	0.0
2012-10-04 01:30:00	0	0.0	0.0
2012-10-04 02:00:00	0	0.0	0.0
2012-10-04 02:30:00	0	0.0	0.0
2012-10-04 03:00:00	0	0.0	0.0
2012-10-04 03:30:00	0	0.0	0.0
2012-10-04 04:00:00	0	0.0	0.0
2012-10-04 04:30:00	0	0.0	0.0
2012-10-04 05:00:00	0	0.0	0.0
2012-10-04 05:30:00	0	0.0	0.0
2012-10-04 06:00:00	0	0.0	0.0
2012-10-04 06:30:00	69	120.0	50.0
2012-10-04 07:00:00	538	720.0	170.0
