date	weather	weather_detail	wind	wave	pc_00-06	pc_06-12	pc_12-18	pc_18-24	we_00-03	we_03-06	we_06-09	we_09-12	we_12-15	we_15-18	we_18-21	we_21-24	wv_00-03	wv_03-06	wv_06-09	wv_09-12	wv_12-15	wv_15-18	wv_18-21	wv_21-24	wc_00-03	wc_03-06	wc_06-09	wc_09-12	wc_12-15	wc_15-18	wc_18-21	wc_21-24	min_tp	max_tp	tp_00-03	tp_03-06	tp_06-09	tp_09-12	tp_12-15	tp_15-18	tp_18-21	tp_21-24
2012-07-18	晴れ後一時雨	晴れ　後　くもり　夜　雨　所により　雷を伴い　激しく　降る	北の風　後　南の風	１．５メートル　後　１メートル	30	10	40	50	くもり	晴れ	晴れ	晴れ	晴れ	くもり	雨	雨	北	北	北	南	南	南	南	南	1	2	2	2	3	2	2	1	25	33	25	25	25	26	31	32	27	25
2012-07-19	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨　で　雷を伴う	東の風　後　南東の風	１メートル	20	10	30	40	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	西	北	東	東	南東	南東	南東	東	1	1	1	2	2	2	2	2	25	32	25	25	26	29	32	29	26	23
2012-07-20	雨時々止む	雨　昼前　まで　時々　くもり	北東の風　後　東の風	１メートル	40	50	50	50	くもり	くもり	雨	くもり	雨	雨	雨	雨	北東	北	北東	東	東	東	東	東	2	2	2	2	2	2	2	2	22	25	23	23	23	24	25	25	23	22
2012-07-21	雨時々止む	雨　昼前　から　時々　くもり	北東の風　後　東の風	１メートル	70	60	50	50	雨	雨	雨	くもり	雨	くもり	雨	くもり	北東	北東	北東	東	東	東	北	北	3	2	3	3	3	2	2	2	20	23	20	20	20	21	23	23	22	22
2012-07-22	くもり	くもり　所により　朝夕　雨	東の風　後　南の風	１メートル	30	30	30	20	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	東	北東	東	東	東	南	南	南	2	1	2	2	2	2	1	1	20	26	21	21	21	23	25	25	25	25
2012-07-23	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　雨	東の風	１メートル	30	20	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	東	東	東	東	東	南	東	東	2	1	2	2	2	2	2	1	21	28	22	22	21	25	26	27	25	24
2012-07-24	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ　所により　夕方　から　雨	北の風　後　南の風	１メートル	10	10	20	30	くもり	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	北	北	北	南	南	南	南	南東	2	2	2	2	2	3	1	1	23	30	24	23	23	27	29	30	28	26
2012-07-25	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ　所により　夕方　から　雨	南の風	１メートル	20	10	30	30	くもり	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	南	西	東	南	南	南	南	南西	1	1	1	2	3	3	2	2	23	30	24	23	23	26	29	28	27	25
2012-07-26	くもり時々晴れ	くもり　昼前　から　夕方　晴れ　所により　夕方　から　雨	北の風　後　南の風	１メートル	20	10	30	30	くもり	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	北	北	北	南	南	南	南	南	1	1	2	2	2	3	2	1	25	33	26	25	25	29	32	31	28	27
2012-07-27	晴れ時々くもり	晴れ　朝晩　くもり	南の風	１メートル	10	10	20	20	晴れ	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	南	南西	南西	南	南	南	南	南	2	1	1	2	3	3	3	2	25	34	27	26	25	29	33	32	30	28
2012-07-28	くもり	くもり　朝　から　昼前　晴れ　所により　夜　雨　で　雷を伴う	南の風　海上　では　南西の風　やや強く	１メートル	20	20	30	30	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	くもり	南	南西	南	南	南	南	南	南	3	1	1	3	3	3	3	2	26	33	27	26	26	29	32	31	29	27
2012-07-29	くもり時々晴れ	くもり　昼前　から　夕方　晴れ	南の風　海上　では　南の風　やや強く	１メートル	20	10	20	20	くもり	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	南	南西	南	南	南	南	南	南	2	1	2	2	3	3	3	2	25	32	27	26	26	27	30	31	29	28
2012-07-30	くもり後晴れ	くもり　昼前　から　晴れ	南の風　海上　では　南の風　やや強く	１メートル　後　１．５メートル	20	10	10	20	くもり	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	南	南西	南	南	南	南	南	南	2	2	2	3	3	3	2	2	27	33	28	28	27	30	32	32	29	28
2012-07-31	晴れ時々くもり	晴れ　朝晩　くもり	南東の風	１．５メートル　後　２メートル　うねり　を伴う	10	0	10	10	くもり	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	南	南	南東	南東	南東	南東	南東	東	2	2	2	2	2	2	1	1	26	33	27	26	26	30	32	31	29	28
2012-08-01	くもり後時々晴れ	くもり　昼過ぎ　から　時々　晴れ　所により　雨	東の風	３メートル　うねり　を伴う	30	30	30	20	くもり	くもり	くもり	くもり	晴れ	くもり	くもり	晴れ	北東	北	東	東	東	東	東	東	2	2	2	2	2	2	2	1	25	30	26	25	25	27	29	28	27	26
2012-08-02	晴れ時々くもり	晴れ　朝晩　くもり	東の風　後　南の風	２．５メートル　後　２メートル　うねり　を伴う	20	10	10	10	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北東	北東	東	南東	南	南	南	南	1	1	2	2	2	2	1	1	25	33	27	26	26	28	32	32	29	27
2012-08-03	晴れ時々くもり	晴れ　朝晩　くもり	北東の風　後　南東の風	２メートル　うねり　を伴う	10	0	10	10	くもり	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	北東	北東	北東	南東	南東	南東	南東	東	1	1	2	2	3	3	2	1	26	34	27	26	27	30	33	33	30	28
2012-08-04	くもり時々晴れ	くもり　昼前　まで　時々　晴れ　所により　昼過ぎ　から　雨	北の風　後　東の風	２メートル　後　２．５メートル　うねり　を伴う	10	20	30	30	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	くもり	北東	北	北	東	東	東	東	東	2	2	2	2	2	2	1	1	26	31	27	26	26	29	30	30	29	28
2012-08-05	くもり	くもり　所により　雨	東の風　後　南の風	２．５メートル　うねり　を伴う	30	30	30	30	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	東	東	東	東	南東	南	南	南	2	1	2	2	2	2	2	2	25	30	26	25	26	27	28	29	27	26
2012-08-06	くもり時々雨	くもり　時々　雨　所により　雷　を伴う	南東の風　後　南の風	２メートル　後　１．５メートル　うねり　を伴う	50	50	40	50	くもり	雨	くもり	雨	くもり	くもり	雨	くもり	南	西	南東	南東	南東	南	南	南西	1	1	1	2	2	2	2	1	26	30	26	26	26	27	28	29	28	27
2012-08-07	晴れ時々くもり	晴れ　朝晩　くもり	北の風　後　南の風	１．５メートル	20	10	10	20	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北	北	北東	東	南東	南	南	南	2	2	2	2	3	3	2	2	25	32	25	25	26	29	32	31	29	27
2012-08-08	くもり時々晴れ	くもり　昼前　から　夕方　晴れ　所により　明け方　まで　雨　で　雷を伴う	北東の風　後　東の風	１メートル	30	20	10	10	くもり	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	北東	北東	北東	東	東	東	東	東	1	2	2	3	3	3	2	2	25	30	25	25	25	27	29	29	27	26
2012-08-09	晴れ時々くもり	晴れ　朝晩　くもり	北の風　後　南の風	１メートル	10	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北	北	北	東	東	南	南	南	2	2	2	2	2	1	1	1	23	30	25	24	24	27	29	29	28	26
2012-08-10	晴れ時々くもり	晴れ　時々　くもり	南の風　海上　では　南の風　やや強く	１メートル	20	10	10	10	くもり	くもり	晴れ	晴れ	くもり	晴れ	晴れ	くもり	南	南	南	南	南	南	南	南	1	2	1	2	3	3	3	3	24	31	25	25	25	28	31	30	28	27
2012-08-11	くもり時々雨	くもり　時々　雨　所により　雷　を伴う	南西の風　後　南の風　海上　では　南の風　やや強く	１メートル	40	60	40	50	くもり	くもり	雨	雨	くもり	くもり	雨	くもり	南西	南西	南	南	南	南	南	南	2	2	2	2	2	3	2	2	26	30	26	27	27	29	29	29	28	27
2012-08-12	くもり	くもり　所により　雨	南の風　海上　では　南西の風　やや強く	１メートル	30	20	20	30	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	南	南	南	南	南	南	南	南西	2	2	2	3	3	3	3	3	26	31	27	26	26	30	31	30	28	27
2012-08-13	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ	南の風　後　やや強く	１メートル　後　２メートル	10	0	10	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	南	南西	南	南	南	南	南西	南西	2	2	3	4	4	4	4	4	26	32	27	26	27	30	31	30	28	28
2012-08-14	くもり一時雨	くもり　昼過ぎ　一時　雨　所により　昼過ぎ　から　夕方　雷　を伴う	南西の風　やや強く　後　南の風	２メートル　後　１．５メートル	20	30	50	20	くもり	くもり	くもり	くもり	雨	くもり	くもり	晴れ	南西	南西	南西	南	南	南	南	南西	4	4	4	4	3	3	3	3	27	31	28	27	27	30	30	29	28	28
2012-08-15	くもり後晴れ	くもり　昼過ぎ　から　晴れ	南西の風　後　南の風　やや強く	１．５メートル	20	10	10	10	くもり	くもり	くもり	くもり	晴れ	晴れ	晴れ	晴れ	南西	南西	南西	南西	南	南	南	南西	2	2	2	3	4	4	4	4	26	31	27	27	26	28	30	30	28	27
2012-08-16	晴れ時々くもり	晴れ　朝晩　くもり	南西の風　後　南の風　やや強く	１．５メートル	10	10	10	20	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	南西	南西	南西	南	南	南	南	南西	3	3	3	4	4	4	4	4	26	33	27	27	27	29	32	32	29	28
2012-08-17	くもり後時々晴れ	くもり　昼前　から　時々　晴れ　所により　朝　まで　雨	南西の風　後　南の風	１．５メートル　後　１メートル	30	30	20	20	くもり	くもり	くもり	晴れ	晴れ	くもり	晴れ	くもり	南西	南西	南西	南	南	南	南	南	3	2	2	2	3	3	3	3	26	30	28	27	27	29	30	30	29	28
2012-08-18	くもり時々雨	くもり　昼過ぎ　まで　時々　雨　所により　夜のはじめ頃　まで　雷　を伴う	南の風　日中　南東の風	１メートル	50	50	50	20	くもり	雨	くもり	雨	雨	くもり	晴れ	くもり	南	南	南東	南東	南東	南	南	南	2	2	2	2	2	2	2	2	26	30	26	26	26	27	28	28	27	26
2012-08-19	くもり後晴れ	くもり　昼前　から　晴れ　所により　明け方　まで　雨　で　雷を伴う	南の風	１メートル　後　１．５メートル	30	20	10	10	くもり	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	南	南	南	南	南	南	南	南	2	2	2	2	3	3	2	1	25	31	25	25	25	27	30	30	28	27
2012-08-20	くもり時々晴れ	くもり　時々　晴れ　所により　昼過ぎ　から　夕方　雨	北東の風　後　南の風	１．５メートル　後　１メートル	10	20	40	20	晴れ	くもり	くもり	晴れ	くもり	くもり	くもり	晴れ	南	北東	北東	東	東	南	南	南	1	2	2	2	2	2	2	2	25	31	26	25	25	27	30	29	27	26
2012-08-21	くもり後晴れ	くもり　昼前　から　晴れ　所により　朝　まで　雨	南の風　海上　では　南の風　やや強く	１メートル	30	20	10	10	くもり	くもり	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	南	南西	南	南	南	南	南	南	1	1	1	2	3	3	3	2	25	34	26	25	25	28	33	33	30	28
2012-08-22	晴れ	晴れ	南の風　やや強く	１．５メートル	10	0	0	10	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	南	南	南	南	南	南	南	南	4	4	3	3	3	4	4	4	27	34	27	27	27	30	32	33	30	28
2012-08-23	晴れ時々くもり	晴れ　朝晩　くもり	南の風	１メートル　後　１．５メートル	10	0	10	10	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	南	南西	南	南	南	南	南	南	2	2	1	2	3	3	2	2	26	34	27	26	27	31	33	33	30	28
2012-08-24	晴れ時々くもり	晴れ　朝晩　くもり	南の風	１．５メートル	10	0	0	10	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	南	南	南東	南東	南	南	南	南	2	2	2	2	3	2	2	1	26	34	27	27	26	30	33	33	30	28
2012-08-25	晴れ時々くもり	晴れ　朝晩　くもり	南東の風　後　南の風	１．５メートル　後　２メートル　うねり　を伴う	10	0	10	10	晴れ	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	南	北	南東	南東	南	南	南	南	1	1	2	2	2	2	2	1	26	34	27	27	26	30	33	33	29	27
2012-08-26	晴れ	晴れ	北東の風　後　南の風	２．５メートル　うねり　を伴う	10	0	10	10	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	南	北東	北東	南東	南東	南	南	南	1	1	2	2	3	3	2	2	26	34	27	26	26	30	33	33	29	27
2012-08-27	晴れ	晴れ	南の風	２．５メートル　うねり　を伴う	10	0	10	10	晴れ	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	南	北	北	南	南	南	南	南	1	1	2	2	3	3	2	2	26	34	27	26	26	30	33	32	29	27
2012-08-28	晴れ	晴れ	南の風	２．５メートル　後　２メートル　うねり　を伴う	10	10	10	10	晴れ	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	南	南	南	南	南	南	南	南	2	1	1	2	2	3	2	2	26	34	27	27	26	30	33	33	29	28
2012-08-29	晴れ時々くもり	晴れ　時々　くもり	南の風　海上　では　南の風　やや強く	２．５メートル　後　１．５メートル　うねり　を伴う	0	0	10	10	くもり	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	くもり	南西	南西	南	南	南	南	南	南	2	2	2	3	3	3	3	3	26	33	27	26	26	30	32	31	29	28
2012-08-30	くもり時々晴れ	くもり　時々　晴れ	南西の風　後　南の風　海上　では　後　南の風　やや強く	１メートル　後　１．５メートル	10	0	20	20	くもり	くもり	晴れ	晴れ	くもり	晴れ	くもり	くもり	南西	南西	西	南	南	南	南	南	3	2	1	2	3	3	3	3	27	33	28	27	27	30	32	32	30	28
2012-08-31	晴れ時々くもり	晴れ　朝晩　くもり	南の風	１メートル	20	10	20	20	晴れ	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	南	南西	南	南	南	南	南	南	2	2	2	2	3	3	2	2	26	32	27	27	26	29	31	30	29	27
2012-09-01	くもり時々晴れ	くもり　時々　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	東の風	１メートル	20	20	30	30	晴れ	くもり	くもり	晴れ	くもり	くもり	くもり	晴れ	南	南東	東	東	東	東	北東	北	2	1	2	2	2	2	2	2	26	32	26	26	26	27	30	31	28	27
2012-09-02	くもり時々雨	くもり　時々　雨　所により　雷　を伴う	北の風　海上　では　北の風　やや強く	１メートル　後　１．５メートル	40	50	50	40	くもり	くもり	雨	くもり	雨	雨	くもり	くもり	北	北	北	北	北	北	北	北	3	3	3	3	3	3	2	2	24	28	25	25	24	26	27	27	26	25
2012-09-03	くもり後晴れ	くもり　昼前　から　晴れ　所により　明け方　まで　雨	南の風　海上　では　後　南の風　やや強く	１メートル	30	10	10	10	くもり	くもり	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	南東	南東	南	南	南	南	南	南	2	2	2	2	3	3	2	2	24	32	24	24	24	27	30	30	28	27
2012-09-04	くもり一時雨	くもり　時々　晴れ　明け方　まで　雨　所により　雷　を伴う	南の風	１メートル	50	30	20	30	雨	雨	くもり	晴れ	晴れ	晴れ	くもり	くもり	南	南西	南西	南	南	南	南	南西	2	2	2	2	3	2	2	2	24	31	25	25	24	27	29	30	29	27
2012-09-05	晴れ時々くもり	晴れ　朝晩　くもり	北東の風　後　南の風	１メートル	20	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北東	北	北東	東	南	南	南	南	2	2	2	2	2	3	2	2	25	33	26	25	25	29	32	32	29	28
2012-09-06	晴れ後雨	晴れ　後　くもり　夕方　から　雨　所により　雷　を伴う	南の風　海上　では　南の風　やや強く	１メートル	10	10	50	50	くもり	晴れ	晴れ	晴れ	くもり	雨	雨	雨	南	南	南西	南	南	南	南	南	2	2	3	3	3	3	3	3	26	32	27	27	26	30	32	31	29	27
2012-09-07	くもり一時雨	くもり　後　晴れ　未明　雨　所により　雷を伴い　激しく　降る	北の風　後　南の風	１メートル	50	20	10	20	雨	くもり	くもり	くもり	晴れ	くもり	晴れ	くもり	北	北	北	北東	東	南東	南	北東	2	2	2	2	2	2	2	1	23	30	25	24	24	26	29	30	28	26
2012-09-08	くもり後一時雨	くもり　夜　雨	東の風　後　南の風	１メートル	30	20	30	50	くもり	くもり	くもり	晴れ	くもり	くもり	雨	雨	東	北東	東	東	南東	南	南	南	1	2	2	2	2	2	1	1	24	30	25	24	25	27	28	29	26	25
2012-09-09	晴れ時々くもり	晴れ　時々　くもり	南の風	１メートル	20	20	20	20	くもり	晴れ	くもり	晴れ	晴れ	くもり	晴れ	晴れ	南	西	東	南	南	南	南	南	1	1	1	2	2	2	2	2	25	32	26	26	25	29	31	30	28	26
2012-09-10	晴れ時々くもり	晴れ　朝晩　くもり	南の風	１メートル	10	10	20	20	晴れ	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	南	南西	南	南	南	南	南	南	2	2	2	2	3	2	2	2	25	32	26	26	26	29	32	31	28	27
2012-09-11	晴れ後くもり	晴れ　夕方　から　くもり　所により　夜　雨　で　雷を伴う	南の風	１メートル	10	10	20	30	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	南	南西	南	南	南	南	南	南	2	2	1	2	3	2	2	2	25	33	26	26	26	29	32	31	28	27
2012-09-12	くもり後晴れ	くもり　昼前　から　晴れ	北の風　後　南の風	１メートル	20	20	10	10	くもり	くもり	くもり	晴れ	晴れ	晴れ	くもり	晴れ	東	北	北	東	南	南	南	東	1	2	2	2	2	2	2	1	24	31	26	25	24	26	30	30	28	26
2012-09-13	晴れ時々くもり	晴れ　朝晩　くもり	北の風　後　南の風	１メートル	10	0	10	20	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北	北	北	南	南	南	南	南西	1	1	2	2	2	3	2	2	24	32	25	24	25	29	31	31	28	27
2012-09-14	晴れ後時々くもり	晴れ　昼過ぎ　から　時々　くもり	南の風　海上　では　南の風　やや強く	１メートル	0	10	10	20	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	晴れ	くもり	南	南西	南	南	南	南	南	南	2	1	1	2	2	2	2	2	25	32	26	26	25	28	31	31	27	26
2012-09-15	くもり時々晴れ	くもり　時々　晴れ　所により　夕方　まで　雨　で　雷を伴う	南の風　日中　南東の風	１メートル	30	20	30	20	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	晴れ	南	北	北東	東	南東	南東	南	南東	2	1	2	2	2	2	2	1	24	31	25	24	24	28	29	30	28	27
2012-09-16	くもり時々雨	くもり　朝晩　雨　所により　明け方　から　朝　雷を伴い　激しく　降る	南の風	１．５メートル　後　２メートル　うねり　を伴う	50	50	40	50	くもり	雨	雨	くもり	くもり	くもり	雨	くもり	東	北東	北	南	南	南	南	南	2	2	2	2	3	2	2	2	24	31	26	25	24	27	29	30	27	25
2012-09-17	くもり時々雨	くもり　時々　雨　所により　雷　を伴う	南の風　後　やや強く	２メートル　後　２．５メートル　うねり　を伴う	50	40	50	50	雨	くもり	くもり	くもり	くもり	雨	雨	雨	南	南	南	南	南	南	南	南	3	3	3	3	4	4	4	4	25	31	26	26	26	27	30	30	26	25
2012-09-18	くもり後時々雨	くもり　昼過ぎ　から　時々　雨　所により　雷　を伴う	南の風　後　やや強く	２．５メートル　うねり　を伴う	40	40	60	50	くもり	くもり	くもり	くもり	雨	くもり	雨	くもり	南	南	南	南	南	南	南	南	2	2	2	3	4	4	4	3	25	30	26	26	26	28	29	28	26	25
2012-09-19	雨後晴れ	雨　昼過ぎ　から　くもり　後　晴れ　所により　明け方　まで　雷を伴い　激しく　降る	南の風　やや強く	２．５メートル　後　１．５メートル　うねり　を伴う	80	50	20	20	雨	雨	雨	雨	くもり	晴れ	晴れ	晴れ	南	南	南	南西	南	南	南	南西	4	4	3	3	4	4	4	4	24	30	25	25	24	27	28	30	28	27
2012-09-20	晴れ時々くもり	晴れ　朝晩　くもり	南西の風　日中　南の風	１．５メートル　後　１メートル	10	10	10	10	くもり	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	南西	南西	南西	南	南	南	南西	南西	2	2	2	2	3	3	3	2	24	32	26	25	25	29	30	31	28	27
2012-09-21	くもり時々晴れ	くもり　時々　晴れ	北の風　日中　南の風	１メートル	20	20	30	20	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	晴れ	北	北	北	南	南	南	南西	北	2	2	2	2	2	2	2	2	23	29	25	24	23	25	27	28	26	25
2012-09-22	くもり	くもり　昼前　から　昼過ぎ　晴れ　所により　朝晩　雨　で　雷を伴う	北の風　日中　東の風	１メートル	30	20	10	30	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	北	北	北	東	東	東	東	北	2	2	2	2	2	1	1	1	21	27	22	22	22	23	25	26	24	23
2012-09-23	雨時々止む	雨　朝晩　くもり	北の風　後　やや強く	１メートル　後　１．５メートル	50	60	60	30	くもり	雨	雨	雨	雨	雨	くもり	くもり	北	北	北	北	北	北	北	北	2	2	2	3	4	4	4	4	20	23	22	22	21	21	22	22	21	20
2012-09-24	晴れ時々くもり	晴れ　朝晩　くもり　所により　夜遅く　雨	北の風　後　東の風　海上　では　北の風　やや強く	１．５メートル　後　１メートル	20	10	10	30	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北	北	北	東	東	東	東	東	2	2	2	2	2	1	2	2	18	29	20	20	20	25	27	28	26	24
2012-09-25	雨後くもり	雨　昼前　から　くもり	北の風　後　北東の風　海上　では　北東の風　やや強く	１メートル	60	50	40	30	雨	雨	雨	くもり	くもり	くもり	くもり	くもり	北	北	北	北	北東	北東	北東	北東	2	2	3	3	3	3	2	2	20	23	21	21	20	21	22	23	22	22
2012-09-26	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ　所により　夜　雨	北の風　やや強く　日中　北東の風　やや強く　海上　では　北東の風　強く	２メートル　後　２．５メートル　うねり　を伴う	10	10	20	30	くもり	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	北	北	北	北	北東	北東	北	北	4	4	4	4	4	4	4	4	19	26	20	20	19	23	25	25	23	22
2012-09-27	くもり後一時雨	くもり　時々　晴れ　夜　雨	北の風　やや強く　海上　では　北の風　強く	２メートル　後　３メートル　うねり　を伴う	20	20	30	50	くもり	晴れ	くもり	晴れ	くもり	くもり	雨	雨	北	北	北	北	北	北	北	北	4	4	4	4	4	4	4	4	18	26	20	19	18	22	25	25	23	22
2012-09-28	くもり一時雨	くもり　後　晴れ　未明　雨	北の風　やや強く　海上　では　北の風　強く	３メートル　後　２．５メートル　うねり　を伴う	50	30	20	10	雨	くもり	くもり	くもり	くもり	晴れ	晴れ	晴れ	北	北	北	北	北	北	北	北	4	4	4	4	4	4	4	3	20	27	20	20	20	22	25	26	25	25
2012-09-29	晴れ後くもり	晴れ　夕方　から　くもり	北の風　後　南の風　海上　では　北の風　やや強く	２メートル　後　１．５メートル　うねり　を伴う	10	10	10	10	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北	北	北	南	南	南	南	南	3	3	2	2	3	3	3	3	23	30	23	23	23	27	29	29	26	26
2012-09-30	雨で暴風を伴う	晴れ　昼過ぎ　から　雨　所により　夜　雷を伴い　非常に　激しく　降る	南の風　後　非常に強く	２メートル　後　７メートル　うねり　を伴う	10	10	60	80	くもり	晴れ	晴れ	晴れ	雨	雨	雨	雨	南	南	南	南	南	南	南	南	3	2	2	3	3	4	4	4	23	27	24	24	23	25	26	25	25	25
2012-10-01	くもり一時雨	くもり　時々　晴れ　未明　雨　所により　雷を伴い　激しく　降る	南の風　非常に強く　後　南西の風	７メートル　後　２．５メートル　うねり　を伴う	50	10	30	30	雨	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	南	南西	南西	南西	南西	南西	南西	南西	4	4	4	4	3	3	3	2	24	29	25	24	24	26	28	28	25	24
2012-10-02	くもり	くもり　昼前　から　昼過ぎ　晴れ　所により　朝晩　雨	北の風	２メートル　後　１．５メートル　うねり　を伴う	30	30	20	30	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	北	北	北	北	北	北	北	北	2	3	3	3	3	3	2	2	21	25	22	21	21	22	22	24	22	22
2012-10-03	くもり	くもり　所により　昼過ぎ　から　雨	北の風　海上　では　北の風　やや強く	１．５メートル　後　２メートル	20	20	30	30	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	北	北	北	北	北	北	北	北	2	3	3	3	2	3	3	3	20	24	21	21	20	22	24	24	23	22
2012-10-04	くもり	くもり　昼前　から　昼過ぎ　晴れ　所により　朝晩　雨	北の風　やや強く　後　南の風　海上　では　北の風　強く	２．５メートル　後　３メートル　うねり　を伴う	40	20	20	30	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	北	北	北	北	北東	南	南	南西	4	4	4	4	4	3	2	2	19	27	20	19	20	22	25	26	23	23
2012-10-05	晴れ一時雨	晴れ　時々　くもり　未明　雨　所により　雷を伴い　激しく　降る	北の風　日中　南東の風	２．５メートル　後　１．５メートル　うねり　を伴う	50	10	0	10	雨	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北	北	北	南東	南東	南東	北	北	2	2	2	2	3	3	2	2	20	28	21	20	21	24	26	27	25	23
2012-10-06	くもり時々晴れ	くもり　昼前　まで　時々　晴れ　所により　夕方　から　雨	北の風　日中　北東の風	１．５メートル	10	20	40	40	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	くもり	北東	北	北	東	北東	北東	北	北	1	2	2	2	2	2	2	2	20	25	22	21	20	23	24	23	21	20
2012-10-07	くもり一時雨	くもり　明け方　まで　雨	北の風　日中　東の風　海上　では　はじめ　北の風　やや強く	１．５メートル　後　１メートル	50	20	10	30	雨	雨	くもり	くもり	晴れ	晴れ	くもり	くもり	北	北	北	東	東	東	北	北	2	2	2	2	2	2	2	2	18	25	21	21	19	21	24	24	21	19
2012-10-08	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ	北の風　日中　北東の風　海上　では　北の風　やや強く	１．５メートル	20	10	10	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北	北	北	北東	北東	北東	北東	北	2	3	3	2	2	2	2	2	17	24	18	18	18	20	23	22	21	20
2012-10-09	くもり後時々晴れ	くもり　昼過ぎ　から　時々　晴れ	北の風　日中　北東の風　海上　では　北の風　やや強く	１．５メートル	20	20	20	10	くもり	くもり	くもり	くもり	晴れ	くもり	晴れ	くもり	北	北	北	北	北東	北東	北	北	3	3	3	3	3	2	2	3	16	23	18	17	17	20	22	22	20	20
2012-10-10	くもり	くもり　所により　夜　雨	北の風　海上　では　北東の風　やや強く	１．５メートル	10	10	20	30	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	北	北	北	北	北	北東	北東	北	3	3	3	2	2	2	2	2	16	23	18	17	16	19	21	22	20	19
2012-10-11	くもり一時雨	くもり　未明　雨	北の風　日中　東の風	１．５メートル	50	20	30	40	雨	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	北	北	北	東	東	南	北	北	2	2	2	2	2	1	1	2	17	26	18	18	18	21	24	25	22	21
