date	weather	weather_detail	wind	wave	pc_00-06	pc_06-12	pc_12-18	pc_18-24	we_00-03	we_03-06	we_06-09	we_09-12	we_12-15	we_15-18	we_18-21	we_21-24	wv_00-03	wv_03-06	wv_06-09	wv_09-12	wv_12-15	wv_15-18	wv_18-21	wv_21-24	wc_00-03	wc_03-06	wc_06-09	wc_09-12	wc_12-15	wc_15-18	wc_18-21	wc_21-24	min_tp	max_tp	tp_00-03	tp_03-06	tp_06-09	tp_09-12	tp_12-15	tp_15-18	tp_18-21	tp_21-24
2013-06-21	くもり時々雨	くもり　時々　雨	北西の風　後　南西の風		60	40	70	60	雨	雨	くもり	くもり	くもり	雨	雨	くもり	北西	北西	北西	南西	南西	南西	南西	北西	2	2	2	2	2	2	2	2	20	24	21	21	21	22	23	23	21	19
2013-06-22	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　夜のはじめ頃　雨　で　雷を伴う	北西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	18	30	19	19	20	24	28	29	25	23
2013-06-23	晴れ後くもり	晴れ　昼過ぎ　から　くもり　所により　雨	北西の風　日中　南西の風		20	10	30	30	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	19	28	21	20	20	24	27	27	24	22
2013-06-24	くもり	くもり　所により　昼過ぎ　から　雨	北西の風　日中　南西の風		10	20	30	30	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	2	2	2	19	27	20	20	20	22	25	26	24	22
2013-06-25	くもり	くもり　所により　雨　で　雷を伴う	北西の風　後　南西の風		30	20	40	40	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	南西	北西	2	2	2	2	3	2	2	2	20	26	20	21	20	23	25	25	23	22
2013-06-26	くもり後時々雨	くもり　昼前　から　時々　雨	南西の風		20	50	70	60	くもり	くもり	くもり	雨	くもり	雨	くもり	雨	南西	南西	南西	南西	南西	南西	南西	南西	2	2	2	2	2	2	2	2	20	25	21	20	20	23	24	22	21	21
2013-06-27	くもり	くもり　所により　朝夕　雨	北西の風　日中　南西の風		40	20	30	20	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	2	2	2	2	20	27	20	20	20	21	24	26	23	21
2013-06-28	くもり時々晴れ	くもり　時々　晴れ　所により　雨	北西の風　日中　南西の風		30	20	30	30	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	晴れ	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	20	28	20	20	20	23	27	26	24	21
2013-06-29	くもり後一時雨	くもり　夜　雨　所により　昼過ぎ　から　雷　を伴う	南西の風		10	10	30	50	くもり	くもり	くもり	晴れ	くもり	くもり	雨	雨	南西	南西	南西	南西	南西	南西	南西	南西	2	2	2	2	3	3	2	2	19	29	20	19	20	23	28	28	24	22
2013-06-30	くもり時々晴れ	くもり　時々　晴れ　所により　未明　雨　で　雷を伴い　激しく　降る	西の風　後　南西の風		30	10	20	30	くもり	くもり	晴れ	晴れ	くもり	晴れ	くもり	くもり	西	西	南西	南西	南西	南西	南西	西	2	2	2	2	3	3	2	2	20	28	21	21	21	22	26	27	25	22
2013-07-01	くもり	くもり　昼前　から　昼過ぎ　晴れ　所により　朝夕　雨	西の風　後　南西の風		30	30	30	20	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	西	西	南西	南西	南西	南西	南西	西	2	2	2	2	3	3	2	2	19	28	21	20	20	23	26	27	25	22
2013-07-02	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　夜のはじめ頃　雨	北西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	19	29	21	20	20	23	28	28	24	22
2013-07-03	くもり	くもり　所により　昼過ぎ　から　雨	南西の風		10	20	30	30	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	南西	北西	2	2	2	2	3	3	2	2	20	28	22	20	20	23	25	27	26	24
2013-07-04	くもり時々雨	くもり　時々　雨　所により　明け方　から　雷　を伴う	南西の風		60	50	50	30	雨	雨	雨	くもり	くもり	雨	くもり	くもり	南西	南西	南西	南西	南西	南西	南西	南西	2	2	2	2	3	3	2	2	21	30	23	22	23	25	28	30	28	25
2013-07-05	くもり一時雨	くもり　朝　一時　雨　所により　昼過ぎ　まで　雷　を伴う	南西の風		40	50	20	20	くもり	くもり	雨	くもり	くもり	くもり	くもり	くもり	南西	南西	南西	南西	南西	南西	南西	南西	1	1	1	2	3	3	2	2	22	30	24	23	23	24	27	29	28	26
2013-07-06	晴れ時々くもり	晴れ　時々　くもり	西の風　日中　南西の風		20	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	34	24	24	24	26	32	33	30	27
2013-07-07	晴れ時々くもり	晴れ　時々　くもり　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		20	20	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	23	34	24	23	23	26	30	33	30	27
2013-07-08	晴れ後くもり	晴れ　昼過ぎ　から　くもり　所により　雨　で　雷を伴う	北西の風　日中　南西の風		10	20	30	30	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	くもり	北西	北西	南西	南西	南西	西	北西	北西	2	2	2	2	2	2	2	2	23	33	25	24	24	27	31	32	30	27
2013-07-09	晴れ時々くもり	晴れ　朝晩　くもり　所により　夕方　から　雨　で　雷を伴う	北西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	2	3	3	2	1	25	35	27	25	25	28	33	34	32	28
2013-07-10	晴れ後時々くもり	晴れ　昼過ぎ　から　時々　くもり　所により　夕方　から　雨　で　雷を伴う	西の風　日中　南西の風		10	10	30	30	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	くもり	晴れ	西	西	南西	南西	南西	南西	西	西	2	2	2	2	2	2	2	2	24	36	26	25	25	28	33	35	32	28
2013-07-11	晴れ後くもり	晴れ　夕方　から　くもり　所により　雨　で　雷を伴う	北西の風　日中　南西の風		20	10	30	30	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	2	2	2	24	38	26	25	25	29	35	37	33	28
2013-07-12	晴れ時々くもり	晴れ　朝晩　くもり　所により　夕方　から　雨　で　雷を伴う	北西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	2	2	2	24	38	26	25	25	29	35	37	32	28
2013-07-13	くもり時々晴れ	くもり　時々　晴れ	北西の風　日中　南西の風		10	10	20	20	くもり	くもり	晴れ	晴れ	くもり	くもり	晴れ	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	1	3	3	2	2	25	36	25	25	25	28	35	33	30	26
2013-07-14	くもり時々晴れ	くもり　昼前　まで　時々　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　後　南西の風		20	20	30	30	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	くもり	北西	北西	北西	北西	南西	南西	南西	南西	2	2	2	2	2	2	2	2	23	35	25	24	24	29	33	34	31	27
2013-07-15	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　夜のはじめ頃　雨　で　雷を伴う	西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	西	西	西	西	西	西	西	西	2	2	2	3	3	2	2	2	23	34	24	24	24	28	32	34	30	26
2013-07-16	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ	北西の風　後　南西の風		20	10	20	20	くもり	晴れ	くもり	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	南西	南西	2	2	2	2	3	2	2	2	22	32	24	23	23	26	30	31	27	25
2013-07-17	くもり後時々雨	くもり　昼過ぎ　から　時々　雨	北西の風　日中　南西の風		30	20	50	50	くもり	くもり	くもり	くもり	雨	くもり	雨	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	2	2	2	2	23	31	24	23	23	26	30	27	26	23
2013-07-18	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　朝夕　雨	北西の風　日中　南西の風		30	10	30	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	北西	北西	北西	2	2	2	2	3	3	2	2	23	35	23	23	23	26	32	34	30	26
2013-07-19	晴れ時々くもり	晴れ　朝晩　くもり	北西の風　後　南西の風		20	10	10	20	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	南西	北西	2	1	1	1	1	2	1	1	22	34	25	23	23	26	30	33	29	26
2013-07-20	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ	西の風　日中　南西の風		20	10	10	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	22	33	24	22	23	26	30	32	29	26
2013-07-21	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　夜のはじめ頃　雨	西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	西	西	西	南西	南西	南西	西	西	2	2	2	2	3	2	2	2	22	32	24	23	23	25	30	31	27	26
2013-07-22	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨　で　雷を伴う	北西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	23	33	24	24	23	27	31	32	29	27
2013-07-23	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨　で　雷を伴う	北西の風　後　南西の風		20	20	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	北西	南西	南西	南西	北西	2	2	2	2	2	2	2	2	23	35	26	25	24	29	33	34	29	27
2013-07-24	くもり後一時雨	くもり　昼過ぎ　から　夕方　雨	北西の風　日中　南西の風		20	30	50	30	くもり	くもり	くもり	くもり	雨	雨	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	2	2	2	24	29	26	25	25	27	28	28	27	26
2013-07-25	くもり	くもり　昼前　から　昼過ぎ　晴れ　所により　昼過ぎ　から　夜のはじめ頃　雨　で　雷を伴う	西の風　日中　南西の風		20	10	30	30	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	西	西	西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	33	24	24	23	27	31	32	29	27
2013-07-26	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨　で　雷を伴う	西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	34	25	24	24	27	32	33	29	27
2013-07-27	くもり	くもり　朝　から　昼前　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	24	33	25	24	24	27	32	30	27	26
2013-07-28	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨	北西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	23	34	25	24	23	27	32	33	28	27
2013-07-29	くもり時々雨	くもり　昼過ぎ　まで　時々　雨	北西の風　日中　南西の風		30	50	50	20	くもり	くもり	雨	くもり	雨	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	2	2	23	30	25	23	24	25	28	30	28	26
2013-07-30	くもり時々晴れ	くもり　時々　晴れ　所により　夕方　から　雨	西の風　日中　南西の風		20	10	20	30	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	晴れ	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	2	2	2	23	35	24	24	24	28	32	34	30	27
2013-07-31	くもり	くもり　昼前　から　昼過ぎ　晴れ　所により　夜　雨	西の風　日中　南西の風		10	10	20	30	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	24	35	25	25	24	27	31	35	31	27
2013-08-01	くもり一時雨	くもり　昼前　から　昼過ぎ　雨　所により　昼前　から　雷　を伴う	北西の風　日中　南西の風		20	50	50	30	くもり	くもり	くもり	雨	雨	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	2	2	2	24	32	26	25	25	28	29	32	30	27
2013-08-02	晴れ後くもり	晴れ　昼過ぎ　から　くもり　所により　雨	北西の風　後　南西の風		10	10	30	30	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	南西	北西	2	2	2	2	3	2	2	2	23	32	26	24	24	26	30	31	28	25
2013-08-03	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨	北西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	23	34	25	24	24	28	32	33	27	25
2013-08-04	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨	西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	33	24	24	24	26	32	33	27	26
2013-08-05	くもり	くもり　朝　から　昼前　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	南西の風		20	20	30	30	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	くもり	南西	南西	南西	南西	南西	南西	南西	南西	2	2	2	2	3	3	2	2	24	34	26	25	24	27	31	33	29	27
2013-08-06	くもり一時雨	くもり　昼過ぎ　一時　雨　所により　昼過ぎ　から　雷　を伴う	北西の風　日中　南西の風		30	40	50	30	くもり	くもり	くもり	くもり	雨	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	24	33	26	25	25	27	30	32	29	27
2013-08-07	晴れ時々くもり	晴れ　時々　くもり　所により　夕方　から　夜のはじめ頃　雨	北西の風　後　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	北西	北西	北西	南西	南西	南西	南西	西	2	2	2	2	3	3	2	2	24	37	26	25	24	29	34	36	30	28
2013-08-08	晴れ時々くもり	晴れ　朝晩　くもり　所により　夕方　から　夜のはじめ頃　雨　で　雷を伴う	西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	25	37	26	25	26	29	35	36	30	28
2013-08-09	晴れ後くもり	晴れ　夕方　から　くもり　所により　雨　で　雷を伴う	北西の風　後　南西の風		10	10	30	30	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	北西	南西	南西	南西	南西	2	2	2	2	3	3	2	2	25	37	27	26	26	29	34	37	33	30
2013-08-10	晴れ時々くもり	晴れ　朝晩　くもり　所により　夕方　から　雨	北西の風　日中　南西の風		10	20	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	26	39	28	27	27	30	35	38	33	30
2013-08-11	晴れ時々くもり	晴れ　朝晩　くもり　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	27	38	28	27	27	30	35	37	31	29
2013-08-12	晴れ時々くもり	晴れ　朝晩　くもり　所により　夕方　から　雨	西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	26	37	27	26	26	29	34	36	31	28
2013-08-13	晴れ時々くもり	晴れ　朝晩　くもり	北西の風　日中　南西の風		20	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	25	36	28	26	26	30	34	35	30	27
2013-08-14	晴れ時々くもり	晴れ　朝晩　くもり　所により　夕方　から　雨	西の風　後　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	西	西	南西	南西	南西	南西	南西	西	2	2	2	2	3	3	2	2	25	37	26	25	25	29	35	36	31	28
2013-08-15	晴れ後くもり	晴れ　夕方　から　くもり　所により　雨　で　雷を伴う	北西の風　後　南西の風		20	10	30	30	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	北西	南西	南西	南西	北西	2	2	2	2	3	3	2	2	25	37	27	26	26	29	35	36	31	28
2013-08-16	晴れ時々くもり	晴れ　朝晩　くもり　所により　雨　で　雷を伴う	北西の風　日中　南西の風		30	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	25	37	26	26	25	29	34	36	31	29
2013-08-17	晴れ時々くもり	晴れ　時々　くもり	西の風　日中　南西の風　やや強く		10	0	20	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	4	2	2	24	36	27	26	24	28	33	35	31	28
2013-08-18	晴れ時々くもり	晴れ　時々　くもり	西の風　日中　南西の風　やや強く		10	20	20	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	西	西	南西	南西	南西	南西	西	西	2	2	2	2	4	4	2	2	24	36	27	25	25	28	33	35	31	29
2013-08-19	晴れ時々くもり	晴れ　朝晩　くもり	北西の風　後　南西の風		10	0	20	20	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	南西	南西	南西	南西	南西	北西	2	2	2	2	3	3	2	2	25	37	27	26	25	29	34	36	32	29
2013-08-20	晴れ後くもり	晴れ　夕方　から　くもり　所により　雨	南西の風　後　やや強く		10	0	30	30	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	南西	北西	2	2	2	2	3	4	2	2	25	37	28	26	25	29	35	36	32	29
2013-08-21	くもり時々晴れ	くもり　昼前　まで　時々　晴れ　所により　雨　で　雷を伴う	北西の風　日中　南西の風		30	20	40	30	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	26	35	28	27	26	29	34	34	30	29
2013-08-22	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨　で　雷を伴う	北西の風　後　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	南西	北西	2	2	2	2	3	3	2	2	26	37	28	27	27	30	34	36	31	29
2013-08-23	くもり時々晴れ	くもり　昼前　まで　時々　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	西の風　日中　南西の風		20	10	40	30	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	26	37	28	27	26	30	35	36	31	28
2013-08-24	くもり	くもり　昼前　から　昼過ぎ　晴れ　所により　雨　で　雷を伴う	北西の風		40	20	30	30	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	北西	北西	北西	北西	北西	2	2	2	2	2	2	2	2	25	35	28	26	26	30	34	34	32	28
2013-08-25	くもり一時雨	くもり　昼前　から　昼過ぎ　雨	西の風　日中　南西の風		30	60	50	20	くもり	くもり	くもり	雨	雨	くもり	晴れ	晴れ	西	西	南西	南西	南西	西	西	西	2	2	1	2	2	2	2	2	24	30	26	25	25	26	27	29	28	26
2013-08-26	晴れ後くもり	晴れ　夕方　から　くもり　所により　夜　雨	北西の風　後　南西の風		10	10	20	30	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	南西	南西	2	2	2	2	3	3	2	2	22	33	25	24	23	26	31	32	29	27
2013-08-27	くもり一時雨	くもり　時々　晴れ　未明　雨	北西の風　日中　南西の風		50	20	10	20	雨	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	北西	南西	南西	北西	北西	2	2	2	2	2	2	2	2	22	32	23	23	23	25	30	31	27	25
2013-08-28	晴れ	晴れ　夜　くもり	西の風　後　南西の風		10	0	10	10	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	西	西	西	南西	南西	南西	南西	西	2	2	2	2	3	3	2	2	22	33	24	22	22	26	31	32	27	25
2013-08-29	晴れ時々くもり	晴れ　朝晩　くもり	西の風　日中　南西の風		10	0	10	20	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	21	33	24	23	22	26	31	32	28	26
2013-08-30	晴れ時々くもり	晴れ　朝晩　くもり　所により　夕方　から　雨　で　雷を伴う	南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	南西	南西	南西	南西	南西	南西	南西	南西	2	2	2	2	3	2	2	2	23	37	25	25	24	28	34	36	31	28
2013-08-31	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　雨　で　雷を伴う	西の風　後　南西の風		30	20	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	西	西	西	南西	南西	南西	南西	西	2	2	2	2	3	3	2	2	24	34	26	25	24	27	31	33	29	27
2013-09-01	晴れ時々くもり	晴れ　時々　くもり　所により　雨　で　雷を伴う	西の風　日中　南西の風		30	10	40	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	24	35	26	25	24	27	32	34	29	27
2013-09-02	くもり	くもり　朝　から　昼前　晴れ　所により　昼前　から　雨　で　雷を伴う	西の風　後　南西の風		20	30	30	30	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	くもり	西	西	南西	南西	南西	南西	南西	西	2	2	2	2	3	3	2	2	23	32	26	24	24	27	31	30	28	26
2013-09-03	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ　所により　昼過ぎ　から　雨	西の風　日中　南西の風		10	20	30	30	くもり	晴れ	くもり	くもり	晴れ	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	32	25	24	24	25	30	31	26	25
2013-09-04	くもり時々雨	くもり　時々　雨　所により　昼過ぎ　から　雷　を伴う	南西の風		50	50	50	50	くもり	雨	雨	くもり	雨	くもり	雨	くもり	南西	南西	南西	南西	南西	南西	南西	南西	2	2	2	2	3	3	2	2	23	30	24	23	23	25	29	29	27	26
2013-09-05	くもり時々雨	くもり　時々　雨　所により　朝　まで　雷を伴い　激しく　降る	南西の風		60	60	50	30	雨	雨	雨	くもり	くもり	雨	くもり	くもり	南西	南西	南西	南西	南西	南西	南西	南西	2	2	2	2	3	3	2	2	24	31	25	25	25	25	29	30	26	26
2013-09-06	くもり時々晴れ	くもり　昼前　まで　時々　晴れ　所により　夕方　から　雨	西の風　日中　南西の風		10	10	30	30	晴れ	くもり	くもり	晴れ	くもり	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	32	24	24	23	26	31	30	26	25
2013-09-07	くもり後雨	くもり　夕方　から　雨	西の風　後　南西の風		20	30	50	50	くもり	くもり	晴れ	くもり	くもり	雨	くもり	雨	西	西	南西	南西	南西	南西	南西	西	2	2	2	2	3	3	2	2	23	30	24	23	23	26	29	29	26	25
2013-09-08	くもり時々雨	くもり　時々　雨	西の風　日中　南西の風		50	30	50	60	雨	くもり	くもり	くもり	くもり	雨	雨	雨	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	2	2	2	23	32	24	24	24	27	31	31	28	25
2013-09-09	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　明け方　まで　雨	北西の風　日中　南西の風		30	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	21	30	22	21	21	25	30	30	25	23
2013-09-10	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ	北西の風　日中　南西の風		20	20	20	20	晴れ	くもり	くもり	くもり	晴れ	くもり	くもり	くもり	北西	北西	北西	北西	南西	南西	北西	北西	2	2	2	2	3	2	2	2	21	29	23	22	22	23	27	28	25	24
2013-09-11	くもり	くもり	西の風　後　南東の風		10	20	20	20	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	西	西	南東	南東	南東	南東	南東	南東	2	2	2	2	3	2	2	2	22	28	24	23	22	24	27	27	25	25
2013-09-12	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨	北西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	22	33	24	23	22	27	31	32	28	27
2013-09-13	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	32	25	24	23	26	31	30	28	27
2013-09-14	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨	南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	南西	南西	南西	南西	南西	南西	南西	南西	2	2	2	2	3	3	2	2	23	33	26	24	23	26	31	32	28	25
2013-09-15	雨	雨　所により　夕方　から　雷を伴い　非常に　激しく　降る	南東の風　後　強く		60	70	70	80	雨	雨	雨	雨	雨	雨	雨	雨	南東	南東	南東	南東	南東	南東	南東	南東	2	2	2	4	4	4	4	4	23	28	25	24	24	25	27	28	26	26
